filepath,species,split
data\processed\images_128\dog_03967_pixabay_dog_003207.jpg,dog,train
data\processed\images_128\cat_00850_pixabay_cat_000134.jpg,cat,train
data\processed\images_128\dog_01626_pixabay_dog_000641.jpg,dog,train
data\processed\images_128\cat_00444_flickr_cat_000497.jpg,cat,train
data\processed\images_128\cat_04641_pixabay_cat_004271.jpg,cat,train
data\processed\images_128\cat_00801_pixabay_cat_000079.jpg,cat,train
data\processed\images_128\cat_03143_pixabay_cat_002635.jpg,cat,train
data\processed\images_128\cat_01047_pixabay_cat_000352.jpg,cat,train
data\processed\images_128\cat_02296_pixabay_cat_001725.jpg,cat,train
data\processed\images_128\cat_02511_pixabay_cat_001948.jpg,cat,train
data\processed\images_128\cat_02207_pixabay_cat_001626.jpg,cat,train
data\processed\images_128\cat_04019_pixabay_cat_003592.jpg,cat,train
data\processed\images_128\dog_00897_flickr_dog_000998.jpg,dog,train
data\processed\images_128\dog_04758_flickr_dog_000216.jpg,dog,train
data\processed\images_128\cat_02684_pixabay_cat_002137.jpg,cat,train
data\processed\images_128\dog_01652_pixabay_dog_000669.jpg,dog,train
data\processed\images_128\dog_04576_pixabay_dog_003877.jpg,dog,train
data\processed\images_128\dog_04940_pixabay_dog_000723.jpg,dog,train
data\processed\images_128\dog_03069_pixabay_dog_002224.jpg,dog,train
data\processed\images_128\dog_00066_flickr_dog_000073.jpg,dog,train
data\processed\images_128\dog_00183_flickr_dog_000202.jpg,dog,train
data\processed\images_128\cat_04740_pixabay_cat_004378.jpg,cat,train
data\processed\images_128\dog_05002_pixabay_dog_001374.jpg,dog,train
data\processed\images_128\dog_01628_pixabay_dog_000643.jpg,dog,train
data\processed\images_128\cat_00482_flickr_cat_000542.jpg,cat,train
data\processed\images_128\cat_01005_pixabay_cat_000305.jpg,cat,train
data\processed\images_128\dog_02043_pixabay_dog_001102.jpg,dog,train
data\processed\images_128\cat_01360_pixabay_cat_000698.jpg,cat,train
data\processed\images_128\dog_00513_flickr_dog_000562.jpg,dog,train
data\processed\images_128\dog_01586_pixabay_dog_000594.jpg,dog,train
data\processed\images_128\cat_05094_pixabay_cat_004768.jpg,cat,train
data\processed\images_128\cat_00058_flickr_cat_000064.jpg,cat,train
data\processed\images_128\cat_03503_pixabay_cat_003031.jpg,cat,train
data\processed\images_128\dog_00621_flickr_dog_000689.jpg,dog,train
data\processed\images_128\dog_05043_pixabay_dog_001912.jpg,dog,train
data\processed\images_128\cat_00533_flickr_cat_000601.jpg,cat,train
data\processed\images_128\cat_04639_pixabay_cat_004269.jpg,cat,train
data\processed\images_128\cat_02653_pixabay_cat_002102.jpg,cat,train
data\processed\images_128\dog_03556_pixabay_dog_002755.jpg,dog,train
data\processed\images_128\cat_00711_flickr_cat_000799.jpg,cat,train
data\processed\images_128\cat_00278_flickr_cat_000317.jpg,cat,train
data\processed\images_128\dog_00887_flickr_dog_000987.jpg,dog,train
data\processed\images_128\cat_04584_pixabay_cat_004210.jpg,cat,train
data\processed\images_128\dog_01549_pixabay_dog_000554.jpg,dog,train
data\processed\images_128\cat_05366_pixabay_cat_001309.jpg,cat,train
data\processed\images_128\dog_02988_pixabay_dog_002133.jpg,dog,train
data\processed\images_128\cat_03283_pixabay_cat_002788.jpg,cat,train
data\processed\images_128\dog_02745_pixabay_dog_001865.jpg,dog,train
data\processed\images_128\dog_01499_pixabay_dog_000496.jpg,dog,train
data\processed\images_128\dog_03688_pixabay_dog_002906.jpg,dog,train
data\processed\images_128\dog_00405_flickr_dog_000443.jpg,dog,train
data\processed\images_128\dog_00071_flickr_dog_000078.jpg,dog,train
data\processed\images_128\cat_01196_pixabay_cat_000516.jpg,cat,train
data\processed\images_128\dog_04608_pixabay_dog_003911.jpg,dog,train
data\processed\images_128\cat_01359_pixabay_cat_000697.jpg,cat,train
data\processed\images_128\cat_03938_pixabay_cat_003502.jpg,cat,train
data\processed\images_128\dog_01614_pixabay_dog_000628.jpg,dog,train
data\processed\images_128\cat_00341_flickr_cat_000388.jpg,cat,train
data\processed\images_128\cat_02375_pixabay_cat_001807.jpg,cat,train
data\processed\images_128\dog_01717_pixabay_dog_000742.jpg,dog,train
data\processed\images_128\dog_03220_pixabay_dog_002391.jpg,dog,train
data\processed\images_128\dog_02285_pixabay_dog_001367.jpg,dog,train
data\processed\images_128\dog_04331_pixabay_dog_003613.jpg,dog,train
data\processed\images_128\dog_01761_pixabay_dog_000788.jpg,dog,train
data\processed\images_128\cat_04376_pixabay_cat_003984.jpg,cat,train
data\processed\images_128\dog_01283_pixabay_dog_000245.jpg,dog,train
data\processed\images_128\cat_01812_pixabay_cat_001201.jpg,cat,train
data\processed\images_128\dog_04766_flickr_dog_000298.jpg,dog,train
data\processed\images_128\cat_05067_pixabay_cat_004738.jpg,cat,train
data\processed\images_128\cat_02813_pixabay_cat_002281.jpg,cat,train
data\processed\images_128\cat_00434_flickr_cat_000486.jpg,cat,train
data\processed\images_128\cat_04694_pixabay_cat_004327.jpg,cat,train
data\processed\images_128\dog_05047_pixabay_dog_001931.jpg,dog,train
data\processed\images_128\dog_00134_flickr_dog_000147.jpg,dog,train
data\processed\images_128\dog_03820_pixabay_dog_003046.jpg,dog,train
data\processed\images_128\dog_01625_pixabay_dog_000639.jpg,dog,train
data\processed\images_128\cat_00474_flickr_cat_000531.jpg,cat,train
data\processed\images_128\dog_03314_pixabay_dog_002491.jpg,dog,train
data\processed\images_128\dog_00115_flickr_dog_000127.jpg,dog,train
data\processed\images_128\cat_00971_pixabay_cat_000266.jpg,cat,train
data\processed\images_128\cat_02199_pixabay_cat_001618.jpg,cat,train
data\processed\images_128\cat_00457_flickr_cat_000510.jpg,cat,train
data\processed\images_128\dog_04137_pixabay_dog_003397.jpg,dog,train
data\processed\images_128\cat_01341_pixabay_cat_000678.jpg,cat,train
data\processed\images_128\cat_02804_pixabay_cat_002272.jpg,cat,train
data\processed\images_128\cat_00405_flickr_cat_000457.jpg,cat,train
data\processed\images_128\cat_04577_pixabay_cat_004203.jpg,cat,train
data\processed\images_128\cat_01067_pixabay_cat_000374.jpg,cat,train
data\processed\images_128\cat_01895_pixabay_cat_001290.jpg,cat,train
data\processed\images_128\dog_00150_flickr_dog_000165.jpg,dog,train
data\processed\images_128\cat_05077_pixabay_cat_004748.jpg,cat,train
data\processed\images_128\dog_04494_pixabay_dog_003794.jpg,dog,train
data\processed\images_128\dog_01236_pixabay_dog_000192.jpg,dog,train
data\processed\images_128\dog_03405_pixabay_dog_002592.jpg,dog,train
data\processed\images_128\cat_01021_pixabay_cat_000323.jpg,cat,train
data\processed\images_128\dog_01464_pixabay_dog_000449.jpg,dog,train
data\processed\images_128\dog_04622_pixabay_dog_003927.jpg,dog,train
data\processed\images_128\dog_01471_pixabay_dog_000460.jpg,dog,train
data\processed\images_128\dog_01474_pixabay_dog_000463.jpg,dog,train
data\processed\images_128\cat_03247_pixabay_cat_002750.jpg,cat,train
data\processed\images_128\cat_04250_pixabay_cat_003846.jpg,cat,train
data\processed\images_128\cat_03797_pixabay_cat_003346.jpg,cat,train
data\processed\images_128\cat_02194_pixabay_cat_001613.jpg,cat,train
data\processed\images_128\dog_01804_pixabay_dog_000838.jpg,dog,train
data\processed\images_128\dog_00348_flickr_dog_000385.jpg,dog,train
data\processed\images_128\cat_00045_flickr_cat_000050.jpg,cat,train
data\processed\images_128\dog_02238_pixabay_dog_001314.jpg,dog,train
data\processed\images_128\dog_00822_flickr_dog_000916.jpg,dog,train
data\processed\images_128\dog_01199_pixabay_dog_000150.jpg,dog,train
data\processed\images_128\dog_02333_pixabay_dog_001420.jpg,dog,train
data\processed\images_128\dog_00260_flickr_dog_000289.jpg,dog,train
data\processed\images_128\cat_04405_pixabay_cat_004015.jpg,cat,train
data\processed\images_128\dog_03351_pixabay_dog_002532.jpg,dog,train
data\processed\images_128\dog_02156_pixabay_dog_001226.jpg,dog,train
data\processed\images_128\cat_00476_flickr_cat_000533.jpg,cat,train
data\processed\images_128\cat_00182_flickr_cat_000206.jpg,cat,train
data\processed\images_128\cat_04859_pixabay_cat_004507.jpg,cat,train
data\processed\images_128\cat_02769_pixabay_cat_002233.jpg,cat,train
data\processed\images_128\cat_01547_pixabay_cat_000912.jpg,cat,train
data\processed\images_128\dog_03865_pixabay_dog_003094.jpg,dog,train
data\processed\images_128\cat_00522_flickr_cat_000588.jpg,cat,train
data\processed\images_128\dog_01452_pixabay_dog_000436.jpg,dog,train
data\processed\images_128\cat_00623_flickr_cat_000702.jpg,cat,train
data\processed\images_128\cat_03153_pixabay_cat_002646.jpg,cat,train
data\processed\images_128\dog_03222_pixabay_dog_002393.jpg,dog,train
data\processed\images_128\dog_02760_pixabay_dog_001881.jpg,dog,train
data\processed\images_128\cat_00899_pixabay_cat_000189.jpg,cat,train
data\processed\images_128\cat_03024_pixabay_cat_002512.jpg,cat,train
data\processed\images_128\cat_03905_pixabay_cat_003466.jpg,cat,train
data\processed\images_128\cat_00730_flickr_cat_000821.jpg,cat,train
data\processed\images_128\cat_01566_pixabay_cat_000932.jpg,cat,train
data\processed\images_128\cat_02272_pixabay_cat_001700.jpg,cat,train
data\processed\images_128\dog_00142_flickr_dog_000155.jpg,dog,train
data\processed\images_128\dog_02551_pixabay_dog_001659.jpg,dog,train
data\processed\images_128\cat_00907_pixabay_cat_000198.jpg,cat,train
data\processed\images_128\cat_02496_pixabay_cat_001932.jpg,cat,train
data\processed\images_128\dog_00409_flickr_dog_000447.jpg,dog,train
data\processed\images_128\dog_01313_pixabay_dog_000279.jpg,dog,train
data\processed\images_128\dog_01398_pixabay_dog_000377.jpg,dog,train
data\processed\images_128\cat_01634_pixabay_cat_001007.jpg,cat,train
data\processed\images_128\cat_03273_pixabay_cat_002778.jpg,cat,train
data\processed\images_128\dog_03941_pixabay_dog_003177.jpg,dog,train
data\processed\images_128\cat_03611_pixabay_cat_003147.jpg,cat,train
data\processed\images_128\cat_01242_pixabay_cat_000567.jpg,cat,train
data\processed\images_128\dog_03234_pixabay_dog_002406.jpg,dog,train
data\processed\images_128\cat_02886_pixabay_cat_002361.jpg,cat,train
data\processed\images_128\dog_02580_pixabay_dog_001690.jpg,dog,train
data\processed\images_128\dog_00135_flickr_dog_000148.jpg,dog,train
data\processed\images_128\dog_01770_pixabay_dog_000801.jpg,dog,train
data\processed\images_128\cat_03815_pixabay_cat_003369.jpg,cat,train
data\processed\images_128\dog_00704_flickr_dog_000784.jpg,dog,train
data\processed\images_128\cat_03708_pixabay_cat_003255.jpg,cat,train
data\processed\images_128\dog_04340_pixabay_dog_003622.jpg,dog,train
data\processed\images_128\dog_02889_pixabay_dog_002024.jpg,dog,train
data\processed\images_128\cat_04571_pixabay_cat_004197.jpg,cat,train
data\processed\images_128\cat_04813_pixabay_cat_004456.jpg,cat,train
data\processed\images_128\dog_03184_pixabay_dog_002351.jpg,dog,train
data\processed\images_128\dog_04614_pixabay_dog_003918.jpg,dog,train
data\processed\images_128\cat_04907_pixabay_cat_004561.jpg,cat,train
data\processed\images_128\dog_03721_pixabay_dog_002941.jpg,dog,train
data\processed\images_128\dog_01311_pixabay_dog_000275.jpg,dog,train
data\processed\images_128\cat_03499_pixabay_cat_003027.jpg,cat,train
data\processed\images_128\dog_04515_pixabay_dog_003815.jpg,dog,train
data\processed\images_128\cat_04319_pixabay_cat_003923.jpg,cat,train
data\processed\images_128\cat_01012_pixabay_cat_000312.jpg,cat,train
data\processed\images_128\dog_01497_pixabay_dog_000493.jpg,dog,train
data\processed\images_128\cat_04415_pixabay_cat_004026.jpg,cat,train
data\processed\images_128\dog_02182_pixabay_dog_001256.jpg,dog,train
data\processed\images_128\cat_02318_pixabay_cat_001749.jpg,cat,train
data\processed\images_128\cat_03373_pixabay_cat_002889.jpg,cat,train
data\processed\images_128\cat_02553_pixabay_cat_001994.jpg,cat,train
data\processed\images_128\dog_01668_pixabay_dog_000686.jpg,dog,train
data\processed\images_128\dog_02463_pixabay_dog_001562.jpg,dog,train
data\processed\images_128\dog_04366_pixabay_dog_003649.jpg,dog,train
data\processed\images_128\cat_00865_pixabay_cat_000150.jpg,cat,train
data\processed\images_128\cat_01651_pixabay_cat_001025.jpg,cat,train
data\processed\images_128\cat_04629_pixabay_cat_004259.jpg,cat,train
data\processed\images_128\cat_02434_pixabay_cat_001868.jpg,cat,train
data\processed\images_128\cat_00025_flickr_cat_000030.jpg,cat,train
data\processed\images_128\dog_00819_flickr_dog_000913.jpg,dog,train
data\processed\images_128\dog_03442_pixabay_dog_002633.jpg,dog,train
data\processed\images_128\cat_03491_pixabay_cat_003019.jpg,cat,train
data\processed\images_128\dog_04673_pixabay_dog_003984.jpg,dog,train
data\processed\images_128\cat_03458_pixabay_cat_002980.jpg,cat,train
data\processed\images_128\dog_03193_pixabay_dog_002360.jpg,dog,train
data\processed\images_128\dog_00473_flickr_dog_000518.jpg,dog,train
data\processed\images_128\cat_01944_pixabay_cat_001341.jpg,cat,train
data\processed\images_128\cat_03202_pixabay_cat_002701.jpg,cat,train
data\processed\images_128\cat_05538_pixabay_cat_003529.jpg,cat,train
data\processed\images_128\cat_03845_pixabay_cat_003400.jpg,cat,train
data\processed\images_128\cat_01874_pixabay_cat_001265.jpg,cat,train
data\processed\images_128\cat_01236_pixabay_cat_000561.jpg,cat,train
data\processed\images_128\cat_04583_pixabay_cat_004209.jpg,cat,train
data\processed\images_128\cat_05164_flickr_cat_000162.jpg,cat,train
data\processed\images_128\dog_03557_pixabay_dog_002757.jpg,dog,train
data\processed\images_128\cat_02335_pixabay_cat_001766.jpg,cat,train
data\processed\images_128\cat_02897_pixabay_cat_002372.jpg,cat,train
data\processed\images_128\cat_02167_pixabay_cat_001583.jpg,cat,train
data\processed\images_128\cat_02759_pixabay_cat_002222.jpg,cat,train
data\processed\images_128\dog_05123_pixabay_dog_002786.jpg,dog,train
data\processed\images_128\dog_00588_flickr_dog_000651.jpg,dog,train
data\processed\images_128\cat_05259_pixabay_cat_000178.jpg,cat,train
data\processed\images_128\dog_04611_pixabay_dog_003915.jpg,dog,train
data\processed\images_128\dog_01748_pixabay_dog_000774.jpg,dog,train
data\processed\images_128\dog_02153_pixabay_dog_001223.jpg,dog,train
data\processed\images_128\cat_02599_pixabay_cat_002044.jpg,cat,train
data\processed\images_128\cat_04406_pixabay_cat_004016.jpg,cat,train
data\processed\images_128\dog_00204_flickr_dog_000228.jpg,dog,train
data\processed\images_128\dog_05142_pixabay_dog_002979.jpg,dog,train
data\processed\images_128\dog_03986_pixabay_dog_003227.jpg,dog,train
data\processed\images_128\dog_00949_flickr_dog_001060.jpg,dog,train
data\processed\images_128\dog_02986_pixabay_dog_002131.jpg,dog,train
data\processed\images_128\cat_00381_flickr_cat_000430.jpg,cat,train
data\processed\images_128\dog_02680_pixabay_dog_001793.jpg,dog,train
data\processed\images_128\dog_01456_pixabay_dog_000440.jpg,dog,train
data\processed\images_128\dog_04871_pixabay_dog_000166.jpg,dog,train
data\processed\images_128\cat_04835_pixabay_cat_004479.jpg,cat,train
data\processed\images_128\cat_02138_pixabay_cat_001553.jpg,cat,train
data\processed\images_128\dog_04554_pixabay_dog_003854.jpg,dog,train
data\processed\images_128\cat_00572_flickr_cat_000647.jpg,cat,train
data\processed\images_128\dog_00041_flickr_dog_000044.jpg,dog,train
data\processed\images_128\cat_05091_pixabay_cat_004763.jpg,cat,train
data\processed\images_128\dog_02432_pixabay_dog_001528.jpg,dog,train
data\processed\images_128\dog_01157_pixabay_dog_000104.jpg,dog,train
data\processed\images_128\dog_04472_pixabay_dog_003770.jpg,dog,train
data\processed\images_128\dog_00628_flickr_dog_000698.jpg,dog,train
data\processed\images_128\dog_03502_pixabay_dog_002697.jpg,dog,train
data\processed\images_128\cat_04093_pixabay_cat_003670.jpg,cat,train
data\processed\images_128\cat_03955_pixabay_cat_003521.jpg,cat,train
data\processed\images_128\cat_00613_flickr_cat_000692.jpg,cat,train
data\processed\images_128\dog_02103_pixabay_dog_001166.jpg,dog,train
data\processed\images_128\dog_02077_pixabay_dog_001137.jpg,dog,train
data\processed\images_128\cat_03328_pixabay_cat_002837.jpg,cat,train
data\processed\images_128\dog_01620_pixabay_dog_000634.jpg,dog,train
data\processed\images_128\cat_03028_pixabay_cat_002516.jpg,cat,train
data\processed\images_128\dog_00719_flickr_dog_000801.jpg,dog,train
data\processed\images_128\cat_02561_pixabay_cat_002004.jpg,cat,train
data\processed\images_128\cat_05267_pixabay_cat_000291.jpg,cat,train
data\processed\images_128\cat_05649_pixabay_cat_004808.jpg,cat,train
data\processed\images_128\cat_02336_pixabay_cat_001767.jpg,cat,train
data\processed\images_128\dog_05185_pixabay_dog_003465.jpg,dog,train
data\processed\images_128\dog_03379_pixabay_dog_002563.jpg,dog,train
data\processed\images_128\dog_04895_pixabay_dog_000351.jpg,dog,train
data\processed\images_128\dog_04550_pixabay_dog_003850.jpg,dog,train
data\processed\images_128\cat_04331_pixabay_cat_003937.jpg,cat,train
data\processed\images_128\dog_02001_pixabay_dog_001052.jpg,dog,train
data\processed\images_128\cat_03076_pixabay_cat_002567.jpg,cat,train
data\processed\images_128\cat_03053_pixabay_cat_002541.jpg,cat,train
data\processed\images_128\cat_00755_pixabay_cat_000028.jpg,cat,train
data\processed\images_128\dog_02934_pixabay_dog_002075.jpg,dog,train
data\processed\images_128\cat_04032_pixabay_cat_003606.jpg,cat,train
data\processed\images_128\cat_02659_pixabay_cat_002108.jpg,cat,train
data\processed\images_128\cat_03195_pixabay_cat_002692.jpg,cat,train
data\processed\images_128\cat_02650_pixabay_cat_002099.jpg,cat,train
data\processed\images_128\dog_03118_pixabay_dog_002277.jpg,dog,train
data\processed\images_128\cat_00005_flickr_cat_000007.jpg,cat,train
data\processed\images_128\dog_00720_flickr_dog_000802.jpg,dog,train
data\processed\images_128\dog_04741_flickr_dog_000054.jpg,dog,train
data\processed\images_128\dog_03718_pixabay_dog_002938.jpg,dog,train
data\processed\images_128\cat_02202_pixabay_cat_001621.jpg,cat,train
data\processed\images_128\dog_01050_flickr_dog_001169.jpg,dog,train
data\processed\images_128\dog_01252_pixabay_dog_000210.jpg,dog,train
data\processed\images_128\cat_03990_pixabay_cat_003559.jpg,cat,train
data\processed\images_128\cat_05456_pixabay_cat_002472.jpg,cat,train
data\processed\images_128\dog_04936_pixabay_dog_000672.jpg,dog,train
data\processed\images_128\cat_01777_pixabay_cat_001163.jpg,cat,train
data\processed\images_128\dog_00620_flickr_dog_000688.jpg,dog,train
data\processed\images_128\cat_04020_pixabay_cat_003593.jpg,cat,train
data\processed\images_128\dog_01537_pixabay_dog_000541.jpg,dog,train
data\processed\images_128\dog_02106_pixabay_dog_001169.jpg,dog,train
data\processed\images_128\dog_04915_pixabay_dog_000494.jpg,dog,train
data\processed\images_128\dog_01004_flickr_dog_001123.jpg,dog,train
data\processed\images_128\cat_01219_pixabay_cat_000544.jpg,cat,train
data\processed\images_128\dog_04446_pixabay_dog_003739.jpg,dog,train
data\processed\images_128\cat_05100_pixabay_cat_004774.jpg,cat,train
data\processed\images_128\dog_04046_pixabay_dog_003292.jpg,dog,train
data\processed\images_128\dog_04141_pixabay_dog_003402.jpg,dog,train
data\processed\images_128\dog_00709_flickr_dog_000790.jpg,dog,train
data\processed\images_128\cat_00707_flickr_cat_000795.jpg,cat,train
data\processed\images_128\dog_02102_pixabay_dog_001165.jpg,dog,train
data\processed\images_128\cat_04324_pixabay_cat_003929.jpg,cat,train
data\processed\images_128\dog_02768_pixabay_dog_001889.jpg,dog,train
data\processed\images_128\cat_00429_flickr_cat_000481.jpg,cat,train
data\processed\images_128\dog_00019_flickr_dog_000021.jpg,dog,train
data\processed\images_128\dog_01657_pixabay_dog_000675.jpg,dog,train
data\processed\images_128\dog_00161_flickr_dog_000178.jpg,dog,train
data\processed\images_128\dog_00226_flickr_dog_000253.jpg,dog,train
data\processed\images_128\cat_01073_pixabay_cat_000381.jpg,cat,train
data\processed\images_128\cat_02867_pixabay_cat_002340.jpg,cat,train
data\processed\images_128\cat_03110_pixabay_cat_002602.jpg,cat,train
data\processed\images_128\dog_03872_pixabay_dog_003102.jpg,dog,train
data\processed\images_128\cat_01607_pixabay_cat_000975.jpg,cat,train
data\processed\images_128\dog_02579_pixabay_dog_001688.jpg,dog,train
data\processed\images_128\dog_01338_pixabay_dog_000306.jpg,dog,train
data\processed\images_128\dog_01546_pixabay_dog_000551.jpg,dog,train
data\processed\images_128\cat_04207_pixabay_cat_003799.jpg,cat,train
data\processed\images_128\dog_03607_pixabay_dog_002815.jpg,dog,train
data\processed\images_128\dog_02897_pixabay_dog_002033.jpg,dog,train
data\processed\images_128\cat_03251_pixabay_cat_002754.jpg,cat,train
data\processed\images_128\dog_00381_flickr_dog_000418.jpg,dog,train
data\processed\images_128\dog_02966_pixabay_dog_002107.jpg,dog,train
data\processed\images_128\dog_04968_pixabay_dog_001038.jpg,dog,train
data\processed\images_128\cat_05487_pixabay_cat_002890.jpg,cat,train
data\processed\images_128\cat_01309_pixabay_cat_000642.jpg,cat,train
data\processed\images_128\cat_05478_pixabay_cat_002823.jpg,cat,train
data\processed\images_128\dog_02027_pixabay_dog_001084.jpg,dog,train
data\processed\images_128\cat_00745_pixabay_cat_000018.jpg,cat,train
data\processed\images_128\cat_04359_pixabay_cat_003966.jpg,cat,train
data\processed\images_128\cat_00692_flickr_cat_000780.jpg,cat,train
data\processed\images_128\cat_02982_pixabay_cat_002466.jpg,cat,train
data\processed\images_128\dog_02468_pixabay_dog_001571.jpg,dog,train
data\processed\images_128\cat_00344_flickr_cat_000391.jpg,cat,train
data\processed\images_128\dog_01801_pixabay_dog_000835.jpg,dog,train
data\processed\images_128\cat_03823_pixabay_cat_003377.jpg,cat,train
data\processed\images_128\cat_03323_pixabay_cat_002832.jpg,cat,train
data\processed\images_128\dog_03355_pixabay_dog_002536.jpg,dog,train
data\processed\images_128\dog_01443_pixabay_dog_000427.jpg,dog,train
data\processed\images_128\dog_03656_pixabay_dog_002870.jpg,dog,train
data\processed\images_128\dog_01542_pixabay_dog_000546.jpg,dog,train
data\processed\images_128\cat_02648_pixabay_cat_002097.jpg,cat,train
data\processed\images_128\dog_02866_pixabay_dog_002000.jpg,dog,train
data\processed\images_128\cat_03556_pixabay_cat_003089.jpg,cat,train
data\processed\images_128\cat_02499_pixabay_cat_001935.jpg,cat,train
data\processed\images_128\cat_04705_pixabay_cat_004340.jpg,cat,train
data\processed\images_128\cat_04533_pixabay_cat_004152.jpg,cat,train
data\processed\images_128\dog_05005_pixabay_dog_001383.jpg,dog,train
data\processed\images_128\cat_05557_pixabay_cat_003743.jpg,cat,train
data\processed\images_128\cat_02964_pixabay_cat_002445.jpg,cat,train
data\processed\images_128\dog_01173_pixabay_dog_000122.jpg,dog,train
data\processed\images_128\cat_02747_pixabay_cat_002209.jpg,cat,train
data\processed\images_128\dog_05028_pixabay_dog_001689.jpg,dog,train
data\processed\images_128\cat_01162_pixabay_cat_000478.jpg,cat,train
data\processed\images_128\cat_02012_pixabay_cat_001418.jpg,cat,train
data\processed\images_128\cat_00630_flickr_cat_000710.jpg,cat,train
data\processed\images_128\dog_01905_pixabay_dog_000948.jpg,dog,train
data\processed\images_128\cat_02701_pixabay_cat_002159.jpg,cat,train
data\processed\images_128\dog_04865_pixabay_dog_000086.jpg,dog,train
data\processed\images_128\cat_00097_flickr_cat_000106.jpg,cat,train
data\processed\images_128\cat_02228_pixabay_cat_001650.jpg,cat,train
data\processed\images_128\cat_04702_pixabay_cat_004336.jpg,cat,train
data\processed\images_128\dog_03938_pixabay_dog_003174.jpg,dog,train
data\processed\images_128\dog_03695_pixabay_dog_002914.jpg,dog,train
data\processed\images_128\dog_02430_pixabay_dog_001526.jpg,dog,train
data\processed\images_128\dog_03288_pixabay_dog_002465.jpg,dog,train
data\processed\images_128\dog_03441_pixabay_dog_002632.jpg,dog,train
data\processed\images_128\dog_00940_flickr_dog_001049.jpg,dog,train
data\processed\images_128\dog_00530_flickr_dog_000585.jpg,dog,train
data\processed\images_128\cat_01584_pixabay_cat_000951.jpg,cat,train
data\processed\images_128\cat_02551_pixabay_cat_001991.jpg,cat,train
data\processed\images_128\dog_04943_pixabay_dog_000738.jpg,dog,train
data\processed\images_128\dog_02948_pixabay_dog_002089.jpg,dog,train
data\processed\images_128\dog_03895_pixabay_dog_003128.jpg,dog,train
data\processed\images_128\dog_02044_pixabay_dog_001103.jpg,dog,train
data\processed\images_128\cat_04102_pixabay_cat_003679.jpg,cat,train
data\processed\images_128\dog_02377_pixabay_dog_001469.jpg,dog,train
data\processed\images_128\cat_04658_pixabay_cat_004288.jpg,cat,train
data\processed\images_128\cat_00240_flickr_cat_000274.jpg,cat,train
data\processed\images_128\cat_01076_pixabay_cat_000384.jpg,cat,train
data\processed\images_128\cat_01786_pixabay_cat_001172.jpg,cat,train
data\processed\images_128\dog_05146_pixabay_dog_003069.jpg,dog,train
data\processed\images_128\dog_03766_pixabay_dog_002990.jpg,dog,train
data\processed\images_128\cat_01144_pixabay_cat_000458.jpg,cat,train
data\processed\images_128\cat_01167_pixabay_cat_000483.jpg,cat,train
data\processed\images_128\dog_00515_flickr_dog_000564.jpg,dog,train
data\processed\images_128\cat_00215_flickr_cat_000247.jpg,cat,train
data\processed\images_128\dog_00329_flickr_dog_000363.jpg,dog,train
data\processed\images_128\cat_02366_pixabay_cat_001798.jpg,cat,train
data\processed\images_128\dog_03619_pixabay_dog_002827.jpg,dog,train
data\processed\images_128\cat_01972_pixabay_cat_001375.jpg,cat,train
data\processed\images_128\dog_04667_pixabay_dog_003977.jpg,dog,train
data\processed\images_128\cat_00645_flickr_cat_000726.jpg,cat,train
data\processed\images_128\dog_02881_pixabay_dog_002015.jpg,dog,train
data\processed\images_128\dog_03571_pixabay_dog_002772.jpg,dog,train
data\processed\images_128\cat_00120_flickr_cat_000131.jpg,cat,train
data\processed\images_128\cat_00053_flickr_cat_000059.jpg,cat,train
data\processed\images_128\cat_02238_pixabay_cat_001661.jpg,cat,train
data\processed\images_128\cat_04708_pixabay_cat_004344.jpg,cat,train
data\processed\images_128\cat_02156_pixabay_cat_001572.jpg,cat,train
data\processed\images_128\dog_00296_flickr_dog_000328.jpg,dog,train
data\processed\images_128\cat_00020_flickr_cat_000025.jpg,cat,train
data\processed\images_128\cat_01302_pixabay_cat_000633.jpg,cat,train
data\processed\images_128\cat_01358_pixabay_cat_000695.jpg,cat,train
data\processed\images_128\cat_05544_pixabay_cat_003595.jpg,cat,train
data\processed\images_128\dog_01942_pixabay_dog_000988.jpg,dog,train
data\processed\images_128\dog_03735_pixabay_dog_002958.jpg,dog,train
data\processed\images_128\dog_01862_pixabay_dog_000901.jpg,dog,train
data\processed\images_128\cat_02172_pixabay_cat_001588.jpg,cat,train
data\processed\images_128\dog_04167_pixabay_dog_003431.jpg,dog,train
data\processed\images_128\dog_03382_pixabay_dog_002568.jpg,dog,train
data\processed\images_128\cat_03740_pixabay_cat_003287.jpg,cat,train
data\processed\images_128\dog_05076_pixabay_dog_002239.jpg,dog,train
data\processed\images_128\dog_00469_flickr_dog_000514.jpg,dog,train
data\processed\images_128\dog_03130_pixabay_dog_002290.jpg,dog,train
data\processed\images_128\dog_04948_pixabay_dog_000794.jpg,dog,train
data\processed\images_128\dog_03054_pixabay_dog_002208.jpg,dog,train
data\processed\images_128\cat_02037_pixabay_cat_001444.jpg,cat,train
data\processed\images_128\dog_04292_pixabay_dog_003572.jpg,dog,train
data\processed\images_128\dog_00915_flickr_dog_001020.jpg,dog,train
data\processed\images_128\cat_00413_flickr_cat_000465.jpg,cat,train
data\processed\images_128\dog_01803_pixabay_dog_000837.jpg,dog,train
data\processed\images_128\cat_00760_pixabay_cat_000033.jpg,cat,train
data\processed\images_128\cat_00606_flickr_cat_000684.jpg,cat,train
